address_to_geocode,latitude,longitude,source,to_check,location_type,formatted_address,types
"MYOSOTIS ST and KIRBY, Los Angeles",34.1222977,-118.1834664,geocoding,NO,GEOMETRIC_CENTER,"Myosotis St & Kirby St, Los Angeles, CA 90042, USA",intersection
"OCEAN and WASHINGTON, Los Angeles",33.9826621,-118.4610763,geocoding,NO,GEOMETRIC_CENTER,"Ocean Ave & Washington Blvd, Los Angeles, CA 90291, USA",intersection
"COHASSET ST and SEPULVEDA BL, Los Angeles",34.206632,-118.46595,geocoding,NO,GEOMETRIC_CENTER,"N Sepulveda Blvd & Cohasset St, Los Angeles, CA 91405, USA",['intersection']
"MISSOURI AV and COTNER, Los Angeles",34.0436359,-118.4430997,geocoding,NO,GEOMETRIC_CENTER,"Missouri Ave & Cotner Ave, Los Angeles, CA 90025, USA",['intersection']
"6TH ST and WILSHIRE BL, Los Angeles",34.0206614,-118.496435,geocoding,NO,GEOMETRIC_CENTER,"Wilshire Blvd & 6th St, Santa Monica, CA 90403, USA",['intersection']
"LEADWELL and SEPULVEDA BL, Los Angeles",34.2039275,-118.466202,geocoding,NO,GEOMETRIC_CENTER,"Leadwell St & Sepulveda Blvd, Los Angeles, CA 91405, USA",['intersection']
"DUDLEY AV and OCEAN FRONT WK, Los Angeles",33.9939831,-118.4799229,geocoding,NO,GEOMETRIC_CENTER,"Dudley Ave & Ocean Front Walk, Los Angeles, CA 90291, USA",['intersection']
"WHITE OAK AV and VENTURA BL, Los Angeles",34.1624402,-118.5185891,geocoding,NO,GEOMETRIC_CENTER,"Ventura Blvd & White Oak Ave, Los Angeles, CA 91316, USA",['intersection']
5200 HUNTINGTON DR,34.089356,-118.169404,geocoding,NO,RANGE_INTERPOLATED,"5200 Huntington Dr, Los Angeles, CA 90032, USA",['street_address']
"CHATSWORTH and ORION, Los Angeles",34.2645838,-118.4711928,geocoding,NO,GEOMETRIC_CENTER,"Chatsworth St & N Orion Ave, Los Angeles, CA 91345, USA",['intersection']
"33RD and MAIN ST, Los Angeles",34.0195222,-118.2721033,geocoding,NO,GEOMETRIC_CENTER,"E 33rd St & S Main St, Los Angeles, CA 90007, USA",['intersection']
"JAMES M WOOD BL and ALVARADO ST, Los Angeles",34.0533758,-118.2788049,geocoding,NO,GEOMETRIC_CENTER,"James M Wood Blvd & S Alvarado St, Los Angeles, CA 90006, USA",['intersection']
"OVERLAND and COVENTRY, Los Angeles",34.0356371,-118.4200584,geocoding,NO,GEOMETRIC_CENTER,"Coventry Pl & Overland Ave, Los Angeles, CA 90064, USA",['intersection']
600 OCEAN FRONT WK,33.9925935,-118.4786726,geocoding,NO,RANGE_INTERPOLATED,"600 Ocean Front Walk, Venice, CA 90291, USA",['street_address']
"1ST ST and SPRING ST, Los Angeles",34.052966,-118.244551,geocoding,NO,GEOMETRIC_CENTER,"1st St & Spring St, Los Angeles, CA 90012, USA","['bus_station', 'establishment', 'point_of_interest', 'transit_station']"
"SNELLING ST and SAN FERNANDO RD, Los Angeles",34.2344653,-118.3886394,geocoding,NO,GEOMETRIC_CENTER,"San Fernando Rd & Snelling St, Los Angeles, CA 91352, USA",['intersection']
11500 NEBRASKA AV,28.0524682,-82.4515732,geocoding,NO,RANGE_INTERPOLATED,"11500 N Nebraska Ave, Tampa, FL 33612, USA",['street_address']
"HELIOTROPE and SANTA MONICA, Los Angeles",34.0908691,-118.2949987,geocoding,NO,GEOMETRIC_CENTER,"N Heliotrope Dr & Santa Monica Blvd, Los Angeles, CA 90029, USA",['intersection']
"4TH and SHATTO, Los Angeles",34.0670135,-118.2899726,geocoding,NO,GEOMETRIC_CENTER,"4th St & Shatto Pl, Los Angeles, CA 90020, USA",intersection
400 E IMPERIAL HY,0,0,geocoding,YES,0,0,0
20100 VENTURA BL,34.1709726,-118.5709505,geocoding,NO,RANGE_INTERPOLATED,"20100 Ventura Blvd, Woodland Hills, CA 91364, USA",['street_address']
"VENICE and HELMS, Los Angeles",34.0310783,-118.3850837,geocoding,NO,GEOMETRIC_CENTER,"Venice Blvd. & Helms Ave, Los Angeles, CA 90034, USA",['intersection']
"BROOKS and OCEAN FRONT WK, Los Angeles",33.9905927,-118.4769155,geocoding,NO,GEOMETRIC_CENTER,"Brooks Ave & Ocean Front Walk, Los Angeles, CA 90291, USA",intersection
"CRENSHAW BL and JEFFERSON BL, Los Angeles",34.0255938,-118.3351197,geocoding,NO,GEOMETRIC_CENTER,"Crenshaw Blvd & W Jefferson Blvd, Los Angeles, CA 90016, USA",['intersection']
"PEARL AV and SAWTELLE AV, Los Angeles",34.0328134,-118.4366402,geocoding,NO,GEOMETRIC_CENTER,"Sawtelle Blvd & Pearl St, Los Angeles, CA 90064, USA",['intersection']
"CULVER and PURDUE, Los Angeles",34.0009661,-118.4128772,geocoding,NO,GEOMETRIC_CENTER,"Culver Blvd & Purdue Ave, Los Angeles, CA 90066, USA",intersection
"VERMONT AV and PICO BL, Los Angeles",34.0472702,-118.2916209,geocoding,NO,GEOMETRIC_CENTER,"W Pico Blvd & Vermont Ave, Los Angeles, CA 90006, USA",['intersection']
"88TH PL and FIGUEROA ST, Los Angeles",33.9566866,-118.2827176,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 88th Pl, Los Angeles, CA 90044, USA",['intersection']
14900 RAYMER ST,34.2127912,-118.4593068,geocoding,NO,ROOFTOP,"14900 Raymer St, Van Nuys, CA 91405, USA",['street_address']
"BEVERLY BL and VERMONT AV, Los Angeles",34.0763378,-118.2917122,geocoding,NO,GEOMETRIC_CENTER,"Beverly Blvd & N Vermont Ave, Los Angeles, CA 90004, USA",['intersection']
"HAZELWOOD AV and YORK, Los Angeles",34.1230225,-118.2149575,geocoding,NO,GEOMETRIC_CENTER,"Hazelwood Ave & York Blvd, Los Angeles, CA 90041, USA",intersection
"BROCKTON and SANTA MONICA, Los Angeles",34.0414514,-118.4612871,geocoding,NO,GEOMETRIC_CENTER,"Brockton Ave & Santa Monica Blvd, Los Angeles, CA 90025, USA",['intersection']
"LASSEN ST and DE SOTO AV, Los Angeles",34.2499885,-118.5885749,geocoding,NO,GEOMETRIC_CENTER,"Lassen St & De Soto Ave, Los Angeles, CA 91311, USA",['intersection']
"WESTMINSTER and MAIN ST, Los Angeles",33.9917684,-118.4737117,geocoding,NO,GEOMETRIC_CENTER,"Westminster School & Main St, Los Angeles, CA 90291, USA",intersection
"AVENUE 21 and HUMBOLDT, Los Angeles",34.077489,-118.2217503,geocoding,NO,GEOMETRIC_CENTER,"N Ave 21 & Humboldt St, Los Angeles, CA 90031, USA",['intersection']
"RINALDI ST and RESEDA BL, Los Angeles",34.2760266,-118.5364687,geocoding,NO,GEOMETRIC_CENTER,"Reseda Blvd & Rinaldi St, Los Angeles, CA 91326, USA",['intersection']
"PALOMA AV and SLAUSON, Los Angeles",33.9892864,-118.2621036,geocoding,NO,GEOMETRIC_CENTER,"Slauson Ave & Paloma Ave, Los Angeles, CA 90011, USA",['intersection']
"SANTA MONICA and WELLESLEY, Los Angeles",34.0396134,-118.4655011,geocoding,NO,GEOMETRIC_CENTER,"Wellesley Ave & Santa Monica Blvd, Los Angeles, CA 90025, USA",['intersection']
"ROSE AV and OCEAN FRONT WK, Los Angeles",33.9946416,-118.4804996,geocoding,NO,GEOMETRIC_CENTER,"Rose Ave & Ocean Front Walk, Los Angeles, CA 90291, USA",['intersection']
"CLYBOURN and SAN FERNANDO, Los Angeles",34.2165338,-118.3644079,geocoding,NO,GEOMETRIC_CENTER,"S San Fernando Blvd & Clybourn Ave, Los Angeles, CA 91352, USA",['intersection']
"VINTAGE AV and VANOWEN ST, Los Angeles",34.193947,-118.3796793,geocoding,YES,GEOMETRIC_CENTER,"Vanowen St, Los Angeles, CA, USA",route
"46TH ST and BROADWAY, Los Angeles",34.0019842,-118.2783557,geocoding,NO,GEOMETRIC_CENTER,"W 46th St & S Broadway, Los Angeles, CA 90037, USA",['intersection']
"BASSETT and SEPULVEDA, Los Angeles",34.1957365,-118.4662079,geocoding,NO,GEOMETRIC_CENTER,"Bassett St & Sepulveda Blvd, Los Angeles, CA 91405, USA",intersection
"STERN AV and VENTURA BL, Los Angeles",34.1487383,-118.4355257,geocoding,NO,GEOMETRIC_CENTER,"Ventura Blvd & Stern Ave, Los Angeles, CA 91423, USA",['intersection']
"SALTAIR and IDAHO, Los Angeles",34.0392284,-118.4607108,geocoding,NO,GEOMETRIC_CENTER,"Idaho Ave & S Saltair Ave, Los Angeles, CA 90025, USA",['intersection']
"MALTMAN and SUNSET, Los Angeles",34.089771,-118.2768947,geocoding,NO,GEOMETRIC_CENTER,"Maltman Ave & Sunset Blvd, Los Angeles, CA 90026, USA",intersection
"LANKERSHIM BL and TIARA, Los Angeles",34.1784965,-118.3828594,geocoding,NO,GEOMETRIC_CENTER,"Lankershim Blvd & Tiara St, Los Angeles, CA 91601, USA",['intersection']
1000 OCEAN FRONT WK,33.9900371,-118.4764278,geocoding,NO,RANGE_INTERPOLATED,"1000 Ocean Front Walk, Venice, CA 90291, USA",['street_address']
"SAN PEDRO ST and 25TH ST, Los Angeles",34.0224653,-118.2607601,geocoding,NO,GEOMETRIC_CENTER,"E 25th St & San Pedro St, Los Angeles, CA 90011, USA",['intersection']
"22ND ST and MAPLE AV, Los Angeles",34.0272678,-118.2630576,geocoding,NO,GEOMETRIC_CENTER,"Maple Ave & E 22nd St, Los Angeles, CA 90011, USA",['intersection']
"RINALDI ST and WILBUR AV, Los Angeles",34.2754924,-118.5472677,geocoding,NO,GEOMETRIC_CENTER,"Wilbur Ave & Rinaldi St, Los Angeles, CA 91326, USA",['intersection']
7900 VAN NUYS BL,34.2164016,-118.4483562,geocoding,NO,ROOFTOP,"7900 Van Nuys Blvd, Panorama City, CA 91402, USA",['premise']
"WHITTIER BL and MOTT ST, Los Angeles",34.0331911,-118.2130355,geocoding,NO,GEOMETRIC_CENTER,"Whittier Blvd & S Mott St, Los Angeles, CA 90023, USA",['intersection']
400 S OCCIDENTAL BL,34.0658999,-118.2826125,geocoding,NO,ROOFTOP,"400 S Occidental Blvd, Los Angeles, CA 90057, USA",['premise']
"GLENOAKS BL and PEORIA, Los Angeles",34.2404936,-118.3776552,geocoding,NO,GEOMETRIC_CENTER,"Glenoaks Blvd & Peoria St, Los Angeles, CA 91352, USA",['intersection']
8300 DE SOTO AV,34.219944,-118.5885316,geocoding,NO,RANGE_INTERPOLATED,"8300 De Soto Ave, Canoga Park, CA 91304, USA",['street_address']
"OLYMPIC and ARDMORE, Los Angeles",34.0526181,-118.302096,geocoding,NO,GEOMETRIC_CENTER,"W Olympic Blvd & S Ardmore Ave, Los Angeles, CA 90006, USA",['intersection']
8600 CANOGA AV,34.2269864,-118.5970006,geocoding,NO,RANGE_INTERPOLATED,"8600 Canoga Ave, Canoga Park, CA 91304, USA",['street_address']
"SUNSET BL and SYCAMORE AV, Los Angeles",34.0979741,-118.3425198,geocoding,NO,GEOMETRIC_CENTER,"Sunset Blvd & N Sycamore Ave, Los Angeles, CA 90028, USA",['intersection']
14100 TIARA ST,34.1784809,-118.4399886,geocoding,NO,RANGE_INTERPOLATED,"14100 Tiara St, Sherman Oaks, CA 91401, USA",['street_address']
"LOS ANGELES and WINSTON, Los Angeles",34.0466844,-118.2469828,geocoding,NO,GEOMETRIC_CENTER,"S Los Angeles St & Winston St, Los Angeles, CA 90013, USA",intersection
"CHANDLER BL and TUJUNGA BL, Los Angeles",34.1688591,-118.378993,geocoding,NO,GEOMETRIC_CENTER,"Chandler Blvd & Tujunga Ave, Los Angeles, CA 91601, USA",['intersection']
"HAMPTON and ROSE, Los Angeles",33.9965281,-118.4769914,geocoding,NO,GEOMETRIC_CENTER,"Hampton Dr & Rose Ave, Los Angeles, CA 90291, USA",intersection
"WESTERN AV and 3RD ST, Los Angeles",34.0689629,-118.3091312,geocoding,NO,GEOMETRIC_CENTER,"S Western Ave & W 3rd St, Los Angeles, CA 90020, USA",['intersection']
6100 N FIGUEROA ST,34.112049,-118.1872779,geocoding,NO,ROOFTOP,"6100 N Figueroa St, Los Angeles, CA 90042, USA",['premise']
"CATALINA ST and JEFFERSON BL, Los Angeles",34.0255075,-118.293742,geocoding,NO,GEOMETRIC_CENTER,"W Jefferson Blvd & S Catalina St, Los Angeles, CA 90007, USA",['intersection']
"WESTERN AV and CARSON ST, Los Angeles",33.8314762,-118.3091064,geocoding,NO,GEOMETRIC_CENTER,"W Carson St & S Western Ave, Torrance, CA 90501, USA",['intersection']
"HOPE and JEFFERSON, Los Angeles",34.0208512,-118.2775527,geocoding,NO,GEOMETRIC_CENTER,"S Hope St & W Jefferson Blvd, Los Angeles, CA 90007, USA",intersection
1400 W TEMPLE ST,34.06716,-118.2569,geocoding,NO,ROOFTOP,"1400 W Temple St, Los Angeles, CA 90026, USA",['street_address']
"STONER and SANTA MONICA, Los Angeles",34.0432846,-118.4570932,geocoding,NO,GEOMETRIC_CENTER,"Stoner Ave & Santa Monica Blvd, Los Angeles, CA 90025, USA",['intersection']
"VENICE and HERVEY, Los Angeles",34.0333597,-118.3813711,geocoding,NO,GEOMETRIC_CENTER,"Venice Blvd. & Hervey St, Los Angeles, CA 90034, USA",['intersection']
400 W ADAMS BL,34.02704,-118.27388,geocoding,NO,ROOFTOP,"400 W Adams Blvd, Los Angeles, CA 90007, USA",['street_address']
"CLUB HOUSE and MAIN, Los Angeles",33.9908519,-118.4730824,geocoding,NO,GEOMETRIC_CENTER,"Clubhouse Ave & Main St, Los Angeles, CA 90291, USA",intersection
"CORINTH and PICO BL, Los Angeles",34.0347022,-118.4397123,geocoding,NO,GEOMETRIC_CENTER,"Corinth Ave & W Pico Blvd, Los Angeles, CA 90064, USA",intersection
500 LAVETA TR,0,0,geocoding,YES,0,0,0
3900 TAMPICO AV,34.0903854,-118.1739202,geocoding,NO,RANGE_INTERPOLATED,"3900 Tampico Ave, Los Angeles, CA 90032, USA",['street_address']
"FIRMAMENT AV and VALERIO ST, Los Angeles",34.2048272,-118.4727699,geocoding,NO,GEOMETRIC_CENTER,"Valerio St & Firmament Ave, Los Angeles, CA 91406, USA",['intersection']
2500 S SAN PEDRO ST,34.0222796,-118.2606208,geocoding,NO,ROOFTOP,"2500 San Pedro St, Los Angeles, CA 90011, USA",['subpremise']
"CULVER BL and TROLLEYWAY, Los Angeles",33.957487,-118.4500769,geocoding,NO,GEOMETRIC_CENTER,"Culver Blvd & Trolleyway S, Los Angeles, CA 90293, USA",['intersection']
1500 E 25TH ST,43.5303443,-96.7071859,geocoding,NO,ROOFTOP,"1500 E 25th St, Sioux Falls, SD 57105, USA",premise
"9TH ST and SAN PEDRO, Los Angeles",34.0373169,-118.2503611,geocoding,NO,GEOMETRIC_CENTER,"E 9th St & San Pedro St, Los Angeles, CA 90015, USA",['intersection']
14000 RIVERSIDE DR,0,0,geocoding,YES,0,0,0
"CHANDLER ST and TUJUNGA AV, Los Angeles",34.178062,-118.3790672,geocoding,YES,GEOMETRIC_CENTER,"Tujunga Ave, Los Angeles, CA, USA",route
"7TH and FIGUEROA, Los Angeles",34.0493961,-118.2598891,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 7th St, Los Angeles, CA 90017, USA",['intersection']
11000 LANDALE ST,34.1513774,-118.3711944,geocoding,NO,RANGE_INTERPOLATED,"11000 Landale St, Toluca Lake, CA 91602, USA",['street_address']
12100 SANTA MONICA BL,34.0777229,-118.3947846,geocoding,NO,RANGE_INTERPOLATED,"12100 Santa Monica Blvd, Beverly Hills, CA 90210, USA",['street_address']
"NEBRASKA and COTNER, Los Angeles",34.0450689,-118.4442987,geocoding,NO,GEOMETRIC_CENTER,"Nebraska Ave & Cotner Ave, Los Angeles, CA 90025, USA",intersection
"SEPULVEDA and PICO, Los Angeles",34.0369812,-118.435149,geocoding,NO,GEOMETRIC_CENTER,"S Sepulveda Blvd & W Pico Blvd, Los Angeles, CA 90064, USA",['intersection']
15100 PACIFIC COAST HY,0,0,geocoding,YES,0,0,0
"SAWTELLE BL and MISSISSIPPI AV, Los Angeles",34.0395681,-118.4424641,geocoding,NO,GEOMETRIC_CENTER,"Sawtelle Blvd & Mississippi Ave, Los Angeles, CA 90025, USA",['intersection']
"SPEEDWAY and WASHINGTON, Los Angeles",33.9792251,-118.4665688,geocoding,NO,GEOMETRIC_CENTER,"Speedway & Washington Blvd, Los Angeles, CA 90291, USA",intersection
1300 N SEPULVEDA BL,33.8886353,-118.3948822,geocoding,NO,RANGE_INTERPOLATED,"1300 N Sepulveda Blvd, Manhattan Beach, CA 90266, USA",['street_address']
5800 N SEPULVEDA BL,33.9017427,-118.3955363,geocoding,NO,RANGE_INTERPOLATED,"5800 N Sepulveda Blvd, Manhattan Beach, CA 90266, USA",['street_address']
"SEPULVEDA BL and LEADWELL, Los Angeles",34.2039275,-118.466202,geocoding,NO,GEOMETRIC_CENTER,"Leadwell St & Sepulveda Blvd, Los Angeles, CA 91405, USA",['intersection']
"GRANVILLE and EXPOSITION BL, Los Angeles",34.0322642,-118.4490062,geocoding,NO,GEOMETRIC_CENTER,"Granville Ave & Exposition Blvd, Los Angeles, CA 90064, USA",intersection
"MILITARY and PICO, Los Angeles",34.038036,-118.4329053,geocoding,NO,GEOMETRIC_CENTER,"Military Ave & W Pico Blvd, Los Angeles, CA 90064, USA",intersection
"AVALON and 54TH ST, Los Angeles",33.9934012,-118.2652314,geocoding,NO,GEOMETRIC_CENTER,"S Avalon Blvd & E 54th St, Los Angeles, CA 90011, USA",intersection
"106TH ST and FIGUEROA, Los Angeles",33.9399362,-118.282618,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 106th St, Los Angeles, CA 90003, USA",['intersection']
300 N VERMONT AV,34.076653,-118.291318,geocoding,NO,ROOFTOP,"300 N Vermont Ave, Los Angeles, CA 90004, USA",['street_address']
1000 N SERRANO AV,34.0886673,-118.3060804,geocoding,NO,ROOFTOP,"1000 N Serrano Ave, Los Angeles, CA 90029, USA",['premise']
"LOS ANGELES and 23RD ST, Los Angeles",34.0267869,-118.2659755,geocoding,NO,GEOMETRIC_CENTER,"S Los Angeles St & E 23rd St, Los Angeles, CA 90011, USA",intersection
"FIGUEROA ST and 65TH ST, Los Angeles",33.980628,-118.2826882,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 65th St, Los Angeles, CA 90044, USA",['intersection']
"MASSACHUSETTS and SAWTELLE, Los Angeles",34.0471194,-118.4489822,geocoding,NO,GEOMETRIC_CENTER,"Sawtelle Blvd & Massachusetts Ave, Los Angeles, CA 90025, USA",['intersection']
"VENICE BL and CONSTANCE ST, Los Angeles",34.0419095,-118.2799741,geocoding,NO,GEOMETRIC_CENTER,"Venice Blvd. & Constance St, Los Angeles, CA 90015, USA",['intersection']
300 OCEAN FRONT WK,33.9945385,-118.4804758,geocoding,NO,ROOFTOP,"300 Ocean Front Walk, Venice, CA 90291, USA",['street_address']
"OHIO and GRANVILLE, Los Angeles",34.0432991,-118.4585557,geocoding,NO,GEOMETRIC_CENTER,"Ohio Ave & Granville Ave, Los Angeles, CA 90025, USA",intersection
10900 VENTURA BL,34.1392994,-118.3682475,geocoding,NO,ROOFTOP,"10900 Ventura Blvd, Studio City, CA 91604, USA",['premise']
"VESPER AV and FRIAR ST, Los Angeles",34.185685,-118.4509153,geocoding,NO,GEOMETRIC_CENTER,"Friar St & Vesper Ave, Los Angeles, CA 91411, USA",['intersection']
1600 EUDORA AV,33.7949842,-118.2801835,geocoding,NO,RANGE_INTERPOLATED,"1600 Eudora Ave, Wilmington, CA 90744, USA",['street_address']
10700 VENTURA BL,34.1379782,-118.3645942,geocoding,NO,ROOFTOP,"10700 Ventura Blvd, Studio City, CA 91604, USA",['premise']
"SUNSET and ORANGE, Los Angeles",34.0976674,-118.3418009,geocoding,NO,ROOFTOP,"7000 Sunset Blvd, Los Angeles, CA 90028, USA","['establishment', 'health', 'point_of_interest']"
"GRAND AV and VENICE BL, Los Angeles",34.0357541,-118.2663531,geocoding,NO,GEOMETRIC_CENTER,"Venice Blvd. & S Grand Ave, Los Angeles, CA 90015, USA",['intersection']
"DE LONGPRE and LA BREA, Los Angeles",34.0961531,-118.3441175,geocoding,NO,GEOMETRIC_CENTER,"De Longpre Ave & N La Brea Ave, Los Angeles, CA 90046, USA",['intersection']
400 N CURSON AV,34.07841,-118.35517,geocoding,NO,ROOFTOP,"400 N Curson Ave, Los Angeles, CA 90036, USA",['street_address']
"PARK VIEW and WILSHIRE, Los Angeles",34.0596316,-118.279552,geocoding,NO,GEOMETRIC_CENTER,"S Park View St & Wilshire Blvd, Los Angeles, CA 90057, USA",intersection
"53RD ST and CENTRAL ST, Los Angeles",33.9943045,-118.2564709,geocoding,NO,GEOMETRIC_CENTER,"E 53rd St & S Central Ave, Los Angeles, CA 90011, USA",intersection
"7TH ST and CROCKER, Los Angeles",34.0401172,-118.2459398,geocoding,NO,GEOMETRIC_CENTER,"Crocker St & 7th St, Los Angeles, CA 90021, USA",['intersection']
"WESTERN AV and OAKWOOD, Los Angeles",34.0772853,-118.3091777,geocoding,NO,GEOMETRIC_CENTER,"Oakwood Ave & N Western Ave, Los Angeles, CA 90004, USA",['intersection']
11700 VENTURA BL,34.1411171,-118.3880576,geocoding,NO,ROOFTOP,"11700 Ventura Blvd, Studio City, CA 91604, USA",['premise']
9200 SHIRLEY AV,34.2375094,-118.5574558,geocoding,NO,ROOFTOP,"9200 Shirley Ave, Northridge, CA 91324, USA",['subpremise']
200 N MYERS ST,33.1943216,-117.3823442,geocoding,NO,RANGE_INTERPOLATED,"200 N Myers St, Oceanside, CA 92054, USA",['street_address']
"82ND ST and FIGUEROA AV, Los Angeles",33.9650475,-118.2827036,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 82nd St, Los Angeles, CA 90044, USA",['intersection']
"10TH ST and WILTON, Los Angeles",43.7712628,-87.7162595,geocoding,NO,GEOMETRIC_CENTER,"N 10th St & Los Angeles Ave, Sheboygan, WI 53083, USA",intersection
"PICO and GREENFIELD, Los Angeles",34.0383006,-118.4323496,geocoding,NO,GEOMETRIC_CENTER,"W Pico Blvd & Greenfield Ave, Los Angeles, CA 90064, USA",['intersection']
"HELIOTROPE DR and SANTA MONICA BL, Los Angeles",34.0908691,-118.2949987,geocoding,NO,GEOMETRIC_CENTER,"N Heliotrope Dr & Santa Monica Blvd, Los Angeles, CA 90029, USA",['intersection']
"CABRITO RD and WILLIS AV, Los Angeles",34.2133342,-118.4552966,geocoding,NO,GEOMETRIC_CENTER,"Willis Ave & Cabrito Rd, Los Angeles, CA 91402, USA",['intersection']
1100 S BEVERLY DR,34.0569572,-118.3962748,geocoding,NO,ROOFTOP,"1100 S Beverly Dr, Los Angeles, CA 90035, USA",['premise']
"VIA MARINA and OCEAN FRONT WK, Los Angeles",33.9801198,-118.4677473,geocoding,YES,GEOMETRIC_CENTER,"Ocean Front Walk, Los Angeles, CA, USA",route
"LANKERSHIM BL and CAMARILLO, Los Angeles",34.1576588,-118.3702445,geocoding,NO,GEOMETRIC_CENTER,"Lankershim Blvd & Camarillo St, Los Angeles, CA 91601, USA",['intersection']
100 N CHURCH LN,37.9289475,-76.861224,geocoding,NO,RANGE_INTERPOLATED,"100 N Church Ln, Tappahannock, VA 22560, USA",['street_address']
800 N LA BREA AV,34.08549,-118.3436836,geocoding,NO,GEOMETRIC_CENTER,"800 N La Brea Ave, Los Angeles, CA 90038, USA","['establishment', 'parking', 'point_of_interest', 'premise']"
19800 RINALDI ST,34.274786,-118.5648703,geocoding,NO,RANGE_INTERPOLATED,"19800 Rinaldi St, Porter Ranch, CA 91326, USA",['street_address']
"JEFFERSON BL and CRENSHAW BL, Los Angeles",34.0255938,-118.3351197,geocoding,NO,GEOMETRIC_CENTER,"Crenshaw Blvd & W Jefferson Blvd, Los Angeles, CA 90016, USA",['intersection']
"SANTA MONICA BL and BROCKTON AV, Los Angeles",34.0414514,-118.4612871,geocoding,NO,GEOMETRIC_CENTER,"Brockton Ave & Santa Monica Blvd, Los Angeles, CA 90025, USA",['intersection']
"BIXEL ST and INGRAHAM ST, Los Angeles",34.0517715,-118.2636561,geocoding,NO,GEOMETRIC_CENTER,"Ingraham St & S Bixel St, Los Angeles, CA 90017, USA",['intersection']
"VAN NUYS and ARMINTA, Los Angeles",34.2134658,-118.4487058,geocoding,NO,GEOMETRIC_CENTER,"Arminta Street & Van Nuys, Los Angeles, CA 91402, USA",['intersection']
"DELANO ST and VESPER AV, Los Angeles",34.1826561,-118.4509151,geocoding,NO,GEOMETRIC_CENTER,"Delano St & Vesper Ave, Los Angeles, CA 91411, USA",['intersection']
"AVALON BL and 41ST ST, Los Angeles",34.009193,-118.2652682,geocoding,NO,GEOMETRIC_CENTER,"E 41st St & Avalon Blvd, Los Angeles, CA 90011, USA",['intersection']
"7TH ST and UNION AV, Los Angeles",34.0539049,-118.2711601,geocoding,NO,GEOMETRIC_CENTER,"S Union Ave & 7th St, Los Angeles, CA 90017, USA",['intersection']
"NAOMI and WASHINGTON, Los Angeles",34.0230181,-118.2480727,geocoding,NO,GEOMETRIC_CENTER,"Naomi Ave & E Washington Blvd, Los Angeles, CA 90011, USA",intersection
"OLYMPIC and FEDERAL, Los Angeles",34.0353902,-118.4459732,geocoding,NO,GEOMETRIC_CENTER,"W Olympic Blvd & Federal Ave, Los Angeles, CA 90025, USA",intersection
"ALVARADO and 6TH, Los Angeles",34.0595353,-118.274882,geocoding,NO,GEOMETRIC_CENTER,"S Alvarado St & 6th St, Los Angeles, CA 90057, USA",['intersection']
300 WORLD WAY,33.9442025,-118.4078454,geocoding,NO,ROOFTOP,"300 World Way, Los Angeles, CA 90045, USA",['street_address']
"YUCCA and WHITLEY, Los Angeles",34.103366,-118.3333587,geocoding,NO,GEOMETRIC_CENTER,"Yucca St & Whitley Ave, Los Angeles, CA 90028, USA",['intersection']
"CORCORAN ST and GLENOAKS BL, Los Angeles",34.2841198,-118.4227381,geocoding,NO,GEOMETRIC_CENTER,"Glenoaks Blvd & Corcoran St, Los Angeles, CA 91340, USA",['intersection']
"GLENDALE and SANTA YNEZ, Los Angeles",34.0743822,-118.2617003,geocoding,NO,GEOMETRIC_CENTER,"Glendale Blvd & Santa Ynez St, Los Angeles, CA 90026, USA",['intersection']
"SUNNYSLOPE AV and VANOWEN ST, Los Angeles",34.1939489,-118.4269026,geocoding,NO,GEOMETRIC_CENTER,"Vanowen St & Sunnyslope Ave, Los Angeles, CA 91405, USA",['intersection']
"AVALON BL and 92ND ST, Los Angeles",33.9528962,-118.2651637,geocoding,NO,GEOMETRIC_CENTER,"E 92nd St & Avalon Blvd, Los Angeles, CA 90003, USA",['intersection']
"EAGLE VISTA and FIGUEROA, Los Angeles",34.1423318,-118.1859562,geocoding,NO,GEOMETRIC_CENTER,"Eagle Vista Dr & Figueroa St, Los Angeles, CA 90041, USA",['intersection']
"55TH ST and COMPTON AV, Los Angeles",33.9930167,-118.2477799,geocoding,NO,GEOMETRIC_CENTER,"E 55th St & Compton Ave, Los Angeles, CA 90011, USA",['intersection']
3300 S MAIN ST,0,0,geocoding,YES,0,0,0
"OLYMPIC and CENTRAL, Los Angeles",34.0395748,-118.2558701,geocoding,NO,GEOMETRIC_CENTER,"Olympic Blvd & Los Angeles St, Los Angeles, CA 90015, USA",intersection
"VENTURA BL and ANDASOL AV, Los Angeles",34.1611249,-118.5115863,geocoding,NO,GEOMETRIC_CENTER,"Ventura Blvd & Andasol Ave, Los Angeles, CA 91316, USA",['intersection']
"MYERS and KEARNEY, Los Angeles",34.0498174,-118.2286483,geocoding,NO,GEOMETRIC_CENTER,"N Myers St & Kearney St, Los Angeles, CA 90033, USA",intersection
