arrest_type_code,charge,charge_description,charge_group_code,count,HRW_charge,perc_change_group
M,626.10(A)PC,POSS KNIFE/ETC AT SCHL W/GRADES 1 THRU 12,Weapon (carry/poss),62,Weapon (carry/poss),Other charge
M,22210PC,MFG/SELL/GIVE/LEND POSSES LEADED CANE/ETC,Weapon (carry/poss),59,Weapon (carry/poss),Other charge
M,21310PC,CARRY CONCEALED ON PERSON DIRK OR DAGGER,Weapon (carry/poss),58,Weapon (carry/poss),Other charge
M,21510(B)PC,CARRY SWITCHBLADE KNIFE UPON PERSON,Weapon (carry/poss),55,Weapon (carry/poss),Other charge
M,626.10PC,POSSESSION OF KNIFE ON SCHOOL PROPERTY,Weapon (carry/poss),53,Weapon (carry/poss),Other charge
M,21810PC,MFG/SELL/GIVE/LEND POSSESS METAL KNUCKLES,NA,52,Weapon (carry/poss),Other charge
M,171.5PC,NA,NA,45,Weapon (carry/poss),Other charge
M,21510PC,NA,NA,43,Weapon (carry/poss),Other charge
F,626.10PC,POSSESSION OF KNIFE ON SCHOOL PROPERTY,Weapon (carry/poss),39,Weapon (carry/poss),Other charge
F,22810(A)PC,ILLEGAL POSS TEAR GAS SPECIFIC FELON,Weapon (carry/poss),34,Weapon (carry/poss),Other charge
M,21510(A)PC,POSSESS SWITCHBLADE KNIFE VEH/PUB PLACE,Weapon (carry/poss),30,Weapon (carry/poss),Other charge
M,171.7PC,NA,NA,27,Weapon (carry/poss),Other charge
M,246.3(A)PC,WILLFUL DISCHRG FIREARM IN GROSS NEG MANNR,Weapon (carry/poss),27,Weapon (carry/poss),Other charge
M,20150(A)PC,ALTER/ETC FIREARM MARKINGS,Weapon (carry/poss),25,Weapon (carry/poss),Other charge
F,22010PC,MFG/SELL/GIVE/LEND POSSESS ANY NUNCHAKU,Weapon (carry/poss),25,Weapon (carry/poss),Other charge
F,25400(C)1PC,PERSON PREVIOUSLY CONVICTED OF A FELONY,Weapon (carry/poss),24,Weapon (carry/poss),Other charge
F,29800(B)PC,POSS F/ARM BY JUV FELON PROSECUTE AS ADLT,Weapon (carry/poss),17,Weapon (carry/poss),Other charge
F,246.3(A)PC,WILLFUL DISCHRG FIREARM IN GROSS NEG MANNR,Weapon (carry/poss),16,Weapon (carry/poss),Other charge
M,25400(A)3PC,OCCUPANT W/CONCEALED FIREARM IN VEHICLE,Weapon (carry/poss),16,Weapon (carry/poss),Other charge
M,20170(A)PC,OPENLY DISPLAY/EXPOSE IMITATION FIREARM,Weapon (carry/poss),15,Weapon (carry/poss),Other charge
M,22610(A)PC,POSS/PURCHASE STUN GUN BY CONVICTED FELON,Weapon (carry/poss),15,Weapon (carry/poss),Other charge
F,22810(G)1PC,ILLEGAL USE OF TEAR GAS/TEAR GAS WEAPON,Weapon (carry/poss),15,Weapon (carry/poss),Other charge
F,33210PC,MFG/POSSES ETC RIFLE/SHORT-BARREL SHOTGUN,Weapon (carry/poss),15,Weapon (carry/poss),Other charge
M,55.10LAMC,CARRYING KNIFE IN PUBLIC VIEW,NA,15,Weapon (carry/poss),Other charge
M,25850(A)PC,CARRY LOADED F/ARM PRSON/HEH PUBLIC PLACE,Weapon (carry/poss),13,Weapon (carry/poss),Other charge
F,30605(A)PC,POSSESSION OF ASSAULT WEAPON,Weapon (carry/poss),12,Weapon (carry/poss),Other charge
M,22810(A)PC,ILLEGAL POSS TEAR GAS SPECIFIC FELON,Weapon (carry/poss),11,Weapon (carry/poss),Other charge
F,4574(A)PC,BRING/SEND/POSS DEADLY WEAPON IN JAIL,Weapon (carry/poss),11,Weapon (carry/poss),Other charge
M,25400(A)1PC,CARRY CONCEALED WEAPON IN VEHICLE,Weapon (carry/poss),10,Weapon (carry/poss),Other charge
M,45.02LAMC,POSS PROHIB WEAPON BY JUVENILE,NA,10,Weapon (carry/poss),Other charge
F,25850(C)6PC,CARRY LOADED HANDGUN: NOT OWNER,Weapon (carry/poss),9,Weapon (carry/poss),Other charge
M,28210(B)PC,FAILURE TO NOTIFY DOJ OF FIREARM SALE,Weapon (carry/poss),9,Weapon (carry/poss),Other charge
M,29610PC,MINOR IN POSS OF CONCEALABLE FIREARM/ETC,Weapon (carry/poss),9,Weapon (carry/poss),Other charge
F,29900(B)1PC,JUVENILE FELON POSS F/ARM PRIOR CONVICTN,Weapon (carry/poss),9,Weapon (carry/poss),Other charge
M,171.5(B)PC,POSSESS A KNIFE/FIREARM ETC: IN AIRPORT,Weapon (carry/poss),8,Weapon (carry/poss),Other charge
F,25400(A)3PC,OCCUPANT W/CONCEALED FIREARM IN VEHICLE,Weapon (carry/poss),8,Weapon (carry/poss),Other charge
F,25800(A)PC,CARRY LOADED F/ARM W/INT COMMIT FELONY,Weapon (carry/poss),8,Weapon (carry/poss),Other charge
M,26350A1APC,CARRY UNLOADED H/GUN IN PUBLIC/PROH AREA,Weapon (carry/poss),8,Weapon (carry/poss),Other charge
M,22010PC,MFG/SELL/GIVE/LEND POSSESS ANY NUNCHAKU,Weapon (carry/poss),7,Weapon (carry/poss),Other charge
M,29180(C)PC,OWN HANDGUN NOT BEARING SERIAL NUMBER,Weapon (carry/poss),7,Weapon (carry/poss),Other charge
F,29610PC,MINOR IN POSS OF CONCEALABLE FIREARM/ETC,Weapon (carry/poss),7,Weapon (carry/poss),Other charge
M,29650PC,MINOR IN POSSESSION OF LIVE AMMUNITION,Weapon (carry/poss),7,Weapon (carry/poss),Other charge
F,31360(A)PC,FELON PURCHASES/OWNS/POSS BODY ARMOR,Weapon (carry/poss),7,Weapon (carry/poss),Other charge
F,21110PC,MFG/SELL/GIVE/LEND POSSES BALLISTIC KNIFE,Weapon (carry/poss),6,Weapon (carry/poss),Other charge
M,22410PC,MFG/SELL/GIVE/LEND POSSESS ANY SHURIKEN,Weapon (carry/poss),6,Weapon (carry/poss),Other charge
M,23920PC,POSSESS/SELL/ETC UNMARKED FIREARM,Weapon (carry/poss),6,Weapon (carry/poss),Other charge
F,246PC,SHOOT-INHABIT DWELL/OCCUPY VEH/AIRCRAFT,Weapon (carry/poss),6,Weapon (carry/poss),Other charge
F,25850(C)3PC,CARRY LOADED FIREARM:GANG MEMBER,Weapon (carry/poss),6,Weapon (carry/poss),Other charge
M,26350A2APC,CARRY UNLOADED H/GUN IN VEH HIS/HER POSS,Weapon (carry/poss),6,Weapon (carry/poss),Other charge
M,30605(A)PC,POSSESSION OF ASSAULT WEAPON,Weapon (carry/poss),6,Weapon (carry/poss),Other charge
F,18715(A)3PC,DESTRUCTIVE DEVICE NEAR PRIVATE HABITATION,Weapon (carry/poss),5,Weapon (carry/poss),Other charge
M,21510APC,NA,NA,5,Weapon (carry/poss),Other charge
M,21510BPC,NA,NA,5,Weapon (carry/poss),Other charge
F,24610PC,MFG/SELL/POSS ETC UNDETECTABLE FIREARM,Weapon (carry/poss),5,Weapon (carry/poss),Other charge
F,25100(A)PC,CRMNL STORAGE F/ARM ACCESS CHILE 1ST DEG,Weapon (carry/poss),5,Weapon (carry/poss),Other charge
M,25100(A)PC,CRIMNL STORAGE F/ARM ACCESS CHILD 1ST DEG,Weapon (carry/poss),5,Weapon (carry/poss),Other charge
F,33215PC,MFG/POSSESS ETC RIFLE/SHORT-BARREL SHOTGUN,Weapon (carry/poss),5,Weapon (carry/poss),Other charge
F,4502(A)PC,POSSESSION DEADLY WEAPON BY PRISONER,Weapon (carry/poss),5,Weapon (carry/poss),Other charge
F,626.9F2BPC,POSSESS FIREARM NEAR SCHOOL,Weapon (carry/poss),5,Weapon (carry/poss),Other charge
F,171B(A)2PC,POSS/ETC DEADLY WEAPON IN PUBLIC BLDG/ETC,Weapon (carry/poss),4,Weapon (carry/poss),Other charge
M,21110PC,MFG/SELL/GIVE/LEND POSSES BALLISTIC KNIFE,Weapon (carry/poss),4,Weapon (carry/poss),Other charge
M,21510/PC,NA,NA,4,Weapon (carry/poss),Other charge
F,22810(B)PC,ILLEGAL POSS TEAR GAS BY NARCOTIC ADDICT,Weapon (carry/poss),4,Weapon (carry/poss),Other charge
M,22810(D)PC,ILLEGAL POSSESSION TEAR GAS BY MINOR,Weapon (carry/poss),4,Weapon (carry/poss),Other charge
M,22900PC,SELL/POSS/TRANS TEAR GAS/TEAR GAS WEAPON,Weapon (carry/poss),4,Weapon (carry/poss),Other charge
F,22910(A)PC,ALTERATION OF TEAR GAS WEAPON ID MARK,Weapon (carry/poss),4,Weapon (carry/poss),Other charge
M,25400(A)2PC,CARRYING CONCEALED WEAPON UPON PERSON,Weapon (carry/poss),4,Weapon (carry/poss),Other charge
F,32625(B)PC,SELL/OFFER FOR SALE/MFG MACHINEGUN,Weapon (carry/poss),4,Weapon (carry/poss),Other charge
M,55.07LAMC,PROHIBIT POSS OF SPEC ITEM PUBLIC ASSEMBLY,Weapon (carry/poss),4,Weapon (carry/poss),Other charge
F,626.9(D)PC,DISCHARGE FIREARM IN SCHOOL ZONE,Weapon (carry/poss),4,Weapon (carry/poss),Other charge
F,8103(I)WI,OWN/POSSESS/PURCHASE ANY F/ARM DEAD/WEAPON,Weapon (carry/poss),4,Weapon (carry/poss),Other charge
F,136.5PC,POSS DEADLY WEAPON TO INTIMIDATE WIT/VICT,Weapon (carry/poss),3,Weapon (carry/poss),Other charge
M,171.5(C)(2),NA,NA,3,Weapon (carry/poss),Other charge
M,17500PC,POSS DEADLY WEAPON W/INT ASSAULT ANOTHER,Weapon (carry/poss),3,Weapon (carry/poss),Other charge
F,20510PC,MFG/SELL/GIVE/LEND POSSESS CANE SWORD,Weapon (carry/poss),3,Weapon (carry/poss),Other charge
F,22410PC,MFG/SELL/GIVE/LEND POSSESS ANY SHURIKEN,Weapon (carry/poss),3,Weapon (carry/poss),Other charge
M,22610(B)PC,PURCHASE/POSS/USE STUN GUN BY DRUG ADDICT,Weapon (carry/poss),3,Weapon (carry/poss),Other charge
F,22810(D)PC,ILLEGAL POSSESSION TEAR GAS BY MINOR,Weapon (carry/poss),3,Weapon (carry/poss),Other charge
F,29805PC,POSS FIREARM W/PRIOR SPEC MISD CONVICTION,Weapon (carry/poss),3,Weapon (carry/poss),Other charge
F,29820(B)PC,UNLAWFUL POSSESSION OF FIREARM W/PR JUV,Weapon (carry/poss),3,Weapon (carry/poss),Other charge
F,29900(A)1PC,ILLEGAL POSS CONCEAL F/ARM PRIOR CONVICTN,Weapon (carry/poss),3,Weapon (carry/poss),Other charge
F,30600(A)PC,MFG/DISTRIBUTE/TRANSFER/ETC ASSAULT WPN,Weapon (carry/poss),3,Weapon (carry/poss),Other charge
F,33600PC,MFG/SELL/GIVE/LEND POSSESS ANY ZIP GUN,Weapon (carry/poss),3,Weapon (carry/poss),Other charge
M,55.00LAMC,DISCHARGE WPN - CTY,NA,3,Weapon (carry/poss),Other charge
F,626.10(B)PC,POSSESS KNIFE/ETC AT COLLEGE/UNIVERSITY,Weapon (carry/poss),3,Weapon (carry/poss),Other charge
M,626.10(B)PC,POSSESS KNIFE/ETC AT COLLEGE/UNIVERSITY,Weapon (carry/poss),3,Weapon (carry/poss),Other charge
F,8103(A)1WI,POS/ETC F/ARM/DW:MDO PRHB,Weapon (carry/poss),3,Weapon (carry/poss),Other charge
F,8103(F)1AWI,WEAPONS RESTICTION VIOLATION PER 5150,Weapon (carry/poss),3,Weapon (carry/poss),Other charge
M,12020(A)1PC,MGG/SELL/POSS DANGEROUS WEAPON/ETC,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
F,12021(A)1PC,POSS FIREARM BY CONVICTD FELON/ADDICT/ETC,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
M,12025(A)2PC,CARRYING CONCEALED WEAPON ON PERSON,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
F,12025(A)PC,CARRY CONCEALED WEAPON IN VEHICLE W/O LIC,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
F,12316(B)1PC,PROHIBITED PERSON OWN/ETC AMMUNITION/ETC,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
M,171.5/PC,NA,NA,2,Weapon (carry/poss),Other charge
M,171.5LAMC,NA,NA,2,Weapon (carry/poss),Other charge
I,171.5PC,NA,NA,2,Weapon (carry/poss),Other charge
O,171.5PC,NA,NA,2,Weapon (carry/poss),Other charge
I,171.7PC,NA,NA,2,Weapon (carry/poss),Other charge
M,1715PC,NA,NA,2,Weapon (carry/poss),Other charge
M,17512PC,DRIVER/OWNER PERMIT UNLOADED F/ARM IN VEH,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
F,18715(A)1PC,POSS DESTRUCT DEVICE NEAR CERTAIN PLACES,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
F,18715(A)2PC,DESTRUCTIVE DEVICE NEAR CERTAIN PLACES,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
F,18720PC,MAKE DESTRUCTIVE DEVICE WITHOUT PERMIT,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
F,18750PC,USE DESTRUCTIVE DEVICE CAUSING GBI,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
F,18755(B)PC,USE DESTRUCTIVE DEVICE CAUSING MAYHEM/GBI,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
M,21510 PC,NA,NA,2,Weapon (carry/poss),Other charge
M,21510B,NA,NA,2,Weapon (carry/poss),Other charge
M,21810 PC,NA,NA,2,Weapon (carry/poss),Other charge
M,22610(D)PC,MINOR IN POSSESSION STUN GUN,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
M,22810(G)1PC,ILLEGAL USE OF TEAR GAS/TEAR GAS WEAPON,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
F,22810(G)2PC,ILLEGAL USE OF TEAR GAS/TEAR GAS WEAPON,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
M,246.3PC,DISCHARGE FIREARM IN PUBLIC,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
M,246PC,SHOOT-INHABIT DWELL/OCCUPY VEH/AIRCRAFT,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
F,25400(C)3PC,NA,NA,2,Weapon (carry/poss),Other charge
F,25850(C)1PC,CARRY LOADED FIREAR W/PRIOR FELONY,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
F,25850(C)2PC,CARRY STOLEN LOADED FIREARM,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
F,26100(B)PC,PERMIT ANOTHER DISCHARGE F/ARM FROM A VEH,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
F,26100(C)PC,PERSONALY DISCHRGE F/ARM AT OTHR FROM VEH,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
F,27500(B)PC,UNLAWFUL TRANSFER/SELL/ETC OF FIREARMS,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
F,27505(A)PC,UNLAWFUL SALE/ETC OF FIREARM TO MINOR,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
M,29805PC,POSS FIREARM W/PRIOR SPEC MISD CONVICTION,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
M,29815(A)PC,POSS/OWN F/ARM IN VIOL OF PROB CONDITION,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
F,32625(A)PC,POSSESS/TRANSPORT MACHINEGUN,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
M,55.10 LAMC,NA,NA,2,Weapon (carry/poss),Other charge
M,55.10(B)LAM,NA,NA,2,Weapon (carry/poss),Other charge
M,626.10A1PC,POSSESS WEAPON ON SCHOOL GROUNDS,Weapon (carry/poss),2,Weapon (carry/poss),Other charge
F,12020(A)1PC,MFG/SELL/POSS DANGEROUS WEAPON/ETC,NA,1,Weapon (carry/poss),Other charge
F,12020(A)4PC,CARRY CONCEALED DIRK OR DAGGER,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,12020(A)4PC,CARRY CONCEALED DIRK OR DAGGER,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,12020(A)PC,POSSESS/SELL/MFG DANGEROUS WEAPON,NA,1,Weapon (carry/poss),Other charge
F,12020(A)PC,POSSESS/SELL/MFG DANGEROUS WEAPON,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,12021(A)LAM,NA,NA,1,Weapon (carry/poss),Other charge
F,12022(A)PC,COMMISSION OF CRIME WHILE ARMED,NA,1,Weapon (carry/poss),Other charge
M,12025(A)1PC,CARRYING CONCEALED WEAPON WITHIN VEHICLE,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,12025(A)2PC,CARRY CONCEAL WEAPN IN VEH W/PR CONVICTN,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,12025(A)PC,CARRY CONCEALED WEAPON IN VEHICLE W/O LIC,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,12031(A)1PC,CARY LOAD F/ARM:PUB:S/CIR,NA,1,Weapon (carry/poss),Other charge
M,12316(B)1PC,PROHIBITED PERSON OWN/ETC AMMUNITION/ETC,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,166(D)(1)PC,VIO PROT ORD:W/FIREARM,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,166(D)(1)PC,VIO PROT ORD:W/FIREARM,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,171.5(11)PC,NA,NA,1,Weapon (carry/poss),Other charge
M,171.5(2)/PC,NA,NA,1,Weapon (carry/poss),Other charge
M,171.5(2)PC,NA,NA,1,Weapon (carry/poss),Other charge
M,171.5(B)(8),NA,NA,1,Weapon (carry/poss),Other charge
M,171.5(C)10P,NA,NA,1,Weapon (carry/poss),Other charge
M,171.5(C)2PC,UNLAWFULLY POSSESS KNIFE IN AIRPORT,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,171.5(C)8PC,NA,NA,1,Weapon (carry/poss),Other charge
M,171.5(C)PC,NA,NA,1,Weapon (carry/poss),Other charge
M,171.5(PC),NA,NA,1,Weapon (carry/poss),Other charge
M,171.5B,NA,NA,1,Weapon (carry/poss),Other charge
M,171.5B11PC,NA,NA,1,Weapon (carry/poss),Other charge
M,171.5BC10PC,NA,NA,1,Weapon (carry/poss),Other charge
M,171.5BPC,NA,NA,1,Weapon (carry/poss),Other charge
M,171.5C12PC,UNLAWFULLY POSSESS AMMUNITION IN AIRPORT,NA,1,Weapon (carry/poss),Other charge
M,171.5C2,NA,NA,1,Weapon (carry/poss),Other charge
M,171.5C2PC,NA,NA,1,Weapon (carry/poss),Other charge
M,171.5C7PC,NA,NA,1,Weapon (carry/poss),Other charge
M,171.5C8PC,NA,NA,1,Weapon (carry/poss),Other charge
M,171.LAMC,NA,NA,1,Weapon (carry/poss),Other charge
M,17102(N),NA,NA,1,Weapon (carry/poss),Other charge
M,17102LAMC,NA,NA,1,Weapon (carry/poss),Other charge
M,17135PC,NA,NA,1,Weapon (carry/poss),Other charge
F,171B(A)1PC,BRING/POSS F/ARM IN CRTRM/CRTHSE/CRT BLDG,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,171B(A)2PC,POSS/ETC DEADLY WEAPON IN PUBLIC BLDG/ETC,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,171B(A)3PC,BRING/POSS KNIFE IN CRTRM/CRTHSE/CRT BLDG,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,171B(A)PC,BRING/POSS WEAPON INTO COURTHOUSE,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,18710(A)PC,POSSESSION DESTRUCTIVE DEVICE,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,18715(A)5PC,DESTRUCTIVE DEVICE NEAR ANY PUBLIC PLACE,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,18740PC,USE/POSSESS EXPLOSIVE/DESTRUCTIVE DEVICE,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,20410PC,MFG/SELL/GIVE/LEND POSSES BELT BUKL KNIFE,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,20410PC,MFG/SELL/GIVE/LEND POSSES BELT BUKL KNIFE,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,20510PC,MFG/SELL/GIVE/LEND POSSESS CANE SWORD,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,20710PC,MFG/SELL/GIVE/LEND POSSESS ANY SHOBI-ZUE,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,20710PC,MFG/SELL/GIVE/LEND POSSESS ANY SHOBI-ZUE,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,21510(A),NA,NA,1,Weapon (carry/poss),Other charge
M,21510(A)PB,NA,NA,1,Weapon (carry/poss),Other charge
O,21510PC,NA,NA,1,Weapon (carry/poss),Other charge
M,21810 P.C,NA,NA,1,Weapon (carry/poss),Other charge
M,21810.P.C,NA,NA,1,Weapon (carry/poss),Other charge
M,21810/PC,NA,NA,1,Weapon (carry/poss),Other charge
M,21810B/PC,NA,NA,1,Weapon (carry/poss),Other charge
M,21810CAPC,NA,NA,1,Weapon (carry/poss),Other charge
M,21810P.C.,NA,NA,1,Weapon (carry/poss),Other charge
I,21810PC,NA,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,218180(B)PC,NA,NA,1,Weapon (carry/poss),Other charge
M,2181PC,NA,NA,1,Weapon (carry/poss),Other charge
M,22615(B)PC,POSSESS STUN GUN W/O SERIAL NUMBER,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,23900PC,CHG/ALTER/REMOV/OBLITERATE ID MARKS F/ARM,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,24610PC,MFG/SELL/POSS ETC UNDETECTABLE FIREARM,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,247(B)PC,DISCHRG FIREARM/UNOCCUPY VEH/UNINHAB BLDG,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,25100(B)PC,CRIMNL STORAGE F/ARM ACCESS CHILD 2ND DEG,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,25200(A)PC,FAIL TO KEEP F/ARM INACCESSIBLE TO CHILD,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,25400(A)PC,NA,NA,1,Weapon (carry/poss),Other charge
F,25400(C)6PC,NA,NA,1,Weapon (carry/poss),Other charge
M,254000PC,NA,NA,1,Weapon (carry/poss),Other charge
M,25400PC,NA,NA,1,Weapon (carry/poss),Other charge
F,25850(C)4PC,CARRY LOADED FIREARM PROHIBITED/ETC,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,25850(C)6PC,CARRY LOADED HANDGUN: NOT OWNER,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,26100(A)PC,PERMIT ANOTHER BRING LOADED F/ARM IN VEH,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,26100(D)PC,PERSON WHO DISCHARGES F/ARM FROM VEH,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,26350A2CPC,CARRY UNLOADED H/GUN IN VEH HIS/HER POSS,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,26400(A)PC,CARRY UNLOADED F/ARM THAT IS NOT HANDGUN,NA,1,Weapon (carry/poss),Other charge
M,26400(B)PC,NA,NA,1,Weapon (carry/poss),Other charge
M,27305(A)PC,DISPLAY/POSS/ETC FIREARMS KNIVES WEAPONS,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,27500(A)PC,SELL/SUPPLY FIREARMS TO CONVICTED FELON,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,27545PC,VIOL SPECIFIC F/ARM SALES/LEASE/ETC REG,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,27545PC,VIOL SPECIFIC F/ARM SALES/LEASE/ETC REG,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,27560(A)PC,VIOL F/ARM SALES/LEASE/TRANSPORT REGLTNS,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,29610(A)PC,MINOR POSSESS HANDGUN,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,29650PC,MINOR IN POSSESSION OF LIVE AMMUNITION,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,29815(A)PC,POSS/OWN F/ARM IN VIOL OF PROB CONDITION,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,29825(A)PC,PURCHASE F/ARM WHILE SUBJ TO RESTRAIN ORD,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,29825(A)PC,PURCHASE F/ARM WHILE SUBJ TO RESTRAIN ORD,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,29825(B)PC,OWN/POSS F/ARM WHILE SUBJECT RESTRAIN ORD,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,30305(A)1PC,ILLEGAL POSSESSION OF AMMUNITION,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,30305(B)1PC,AMMUNITION POSS BY ENJOINED GANG MEMBER,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,30315PC,POSSESS ARMOR PENETRATING AMMUNTION,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,31500PC,MFG/SELL/POSS ETC UNCONVENTIONAL PISTOL,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,32310PC,MFG/SELL/POSS ETC LARGE-CAPACITY MAGAZINE,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,32310PC,MFG/SELL/POSS ETC LARGE-CAPACITY MAGAZINE,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,33215PC,MFG/POSSESSETC RIFLE/SHORT-BARREL SHOTGUN,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,33410PC,POSSESS FIREARM SILENCER,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,33600PC,MFG/SELL/GIVE/LEND POSSESS ANY ZIP GUN,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,45.02ALAMC,NA,NA,1,Weapon (carry/poss),Other charge
F,4502(B)PC,MFG/ATTEMPT MFG DEADLY WEAPN BY PRISONER,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,467PC,POSS DEADLY WEAPON W/INT COMMIT ASSAULT,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,55.07A7 LAM,NA,NA,1,Weapon (carry/poss),Other charge
I,55.10 LAMC,NA,NA,1,Weapon (carry/poss),Other charge
M,55.10(A)LAM,NA,NA,1,Weapon (carry/poss),Other charge
M,55.10LA,KNIFE AND DAGGER IN PUBLIC,NA,1,Weapon (carry/poss),Other charge
I,55.10LAMC,NA,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,55.11.7LAMC,NA,NA,1,Weapon (carry/poss),Other charge
F,626.10(A)PC,POSS KNIFE/ETC AT SCHL W/GRADES 1 THRU 12,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,626.10A2PC,POSSESS SPECIFIC WEAPON ON SCHOOL GROUNDS,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,626.9(B)PC,BRING/POSSESS FIREARM ON SCHOOL GROUNDS,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,626.95(A)PC,POSS WEAPON ON/AT PLAYGR OR YOUTH CENTER,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,653KPC,POSSESS/SELL SWITCHBLADE KNIFE,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,8103(F)1BWI,WEAPONS RESTICT VIOL PER 5150 W/PRIORS,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
M,8103(I)WI,OWN/POSSESS/PURCHASE ANY F/ARM DEAD/WEAPON,Weapon (carry/poss),1,Weapon (carry/poss),Other charge
F,451(D)PC,ARSON OF PROPERTY,Miscellaneous Other Violations,373,Arson,Property charge
F,451(C)PC,ARSON OF STRUCTURE OR FOREST LAND,Miscellaneous Other Violations,118,Arson,Property charge
